"Transaction Hash","Blockno","UnixTimestamp","DateTime (UTC)","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $2469.42315185666/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method"
"0xc12dd294146ea2e881e95ca54f381342907f8b0c45e25708c4d26b19c6e1ea45","20436213","1722545651","2024-08-01 20:54:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00025336674279836","0.625669700576782","3200.67","","","0xce42db1e"
"0x32fa8e6110262bc5eea1daa23db7766912b0bd2a06b0b7a2c7efe9bb32625089","20436700","1722551519","2024-08-01 22:31:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000171867737611736","0.424414170315647","3200.67","","","0xce29dd1e"
"0xbff0de24deb3252981c14474c866d09f8b57971e21f172b5925095767dc2f615","20437188","1722557423","2024-08-02 00:10:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000093581706501308","0.231092832624585","2985.72","","","0xce13df1e"
"0x9774066d79c08be8ea4b6e5c584ac4eaa0fd68f95024bd63c2260a42fd5fe3a5","20437636","1722562835","2024-08-02 01:40:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000069352402474124","0.171260428306483","2985.72","","","0xced2e01e"
"0x523fe3710c344d4fbfeafaa02c09baa5f184ca608d83232426b6223701943d11","20438096","1722568355","2024-08-02 03:12:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000062793393083936","0.155063458665107","2985.72","","","0xce9be21e"
"0xdffae249aa6a1f78fdc5cc0fdd6518ba1a6f8869a988a59a9856db55312a5b37","20438558","1722573899","2024-08-02 04:44:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000049618466959152","0.122528991068565","2985.72","","","0xce64e41e"
"0xe263df8f6d33f28e65c7d4506bb87499a31f30799a8937c6fa5b8b87db534329","20439023","1722579503","2024-08-02 06:18:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.0000664193445632","0.164017467195511","2985.72","","","0xce35e61e"
"0xea3eaafb30850fdea8b34cccd142e2602c9d86c0a288b18b77d9354bb3f65c49","20439475","1722584927","2024-08-02 07:48:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000060165251893424","0.148573465962909","2985.72","","","0xcef4e71e"
"0xeba0fb2ff7805942bd219afa498dd04c62a331cf6affacc485b5f7ea4abb5770","20439950","1722590711","2024-08-02 09:25:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00007783713021882","0.192212811436436","2985.72","","","0xcecfe91e"
"0x34e54084f3781af49cb6e156116b95ac9d2c56623bd31fba0c37e1ca86dcef3c","20440429","1722596495","2024-08-02 11:01:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000069229501257824","0.17095693319756","2985.72","","","0xcea9eb1e"
"0xa37cb4232edffa56c1d1a0fd110262f2b7033d6eed4ec4289c117c0c4ca389c1","20440905","1722602243","2024-08-02 12:37:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000116738884955744","0.288277705231645","2985.72","","","0xce7fed1e"
"0xe34bef1ed3ce01a45c88cf18b62b97386d28a8a56625df48f0ed512a8ea7369e","20441367","1722607823","2024-08-02 14:10:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000180535303722404","0.445818058739578","2985.72","","","0xce4bef1e"
"0xb1df8498afba6a3a32949a16ae508391e2063f9dd545f2731652560f684ee4b2","20441774","1722612719","2024-08-02 15:31:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000651740645026916","1.60942343783546","2985.72","","","0xcedbf01e"
"0x6598a4bcd49ac7a6c280577c990aca948dd8ff2a6070cfacebeb1b68b87ffbbe","20442221","1722618131","2024-08-02 17:02:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00016181657802074","0.399593604118635","2985.72","","","0xce96f21e"
"0x5f60615c69bb3434fea6d9e7d189e831e9bcae874a39ec220e163c62ea54e756","20442706","1722623999","2024-08-02 18:39:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000093742012011204","0.231488694762092","2985.72","","","0xce79f41e"
"0x1351098109fbc72d56046ae4041e714d0b763cb241faed99314e500d8b75c6ed","20443186","1722629771","2024-08-02 20:16:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00008954044144954","0.22111323914296","2985.72","","","0xce53f61e"
"0xb0fcfeb565585851ab0f558426c60f6a7be4cf68ade8e2d6cdc30b0b207714c0","20443644","1722635387","2024-08-02 21:49:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000121698837929776","0.30052592793784","2985.72","","","0xce20f81e"
"0x001dcf9fd7cb59a6319e10daf825d259a2b8270e91a096df1ba536dd9a325c12","20444123","1722641147","2024-08-02 23:25:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000058822708543412","0.145258158332018","2985.72","","","0xcefbf91e"
"0x7cb0c0d776425ed630f0af79c1adf7fb7cf4e6c583222bfa880889f55e73bfb8","20444587","1722646727","2024-08-03 00:58:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000073982720453812","0.182694642725983","2902.09","","","0xcec6fb1e"
"0x5f10030c0a2686fd1067432ccd74f71947226092335e4447e65075c35ace717f","20445020","1722651959","2024-08-03 02:25:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000054266846920156","0.134007808162895","2902.09","","","0xce73fd1e"
"0x29274b18c080332548f39a095dcabc9ba56c42e46f8ba5c37e0c2e1e77abf508","20445463","1722657335","2024-08-03 03:55:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046755607185712","0.115459378863513","2902.09","","","0xce2fff1e"
"0x325384b9eef7c03c771e131103d495d9a33dc8b0a3d1ff555cd4ebb5f481b1d2","20445924","1722662891","2024-08-03 05:28:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046033229551232","0.113675522808544","2902.09","","","0xcefc001f"
"0xd68855985adb9967c7dd14f1c52cfb45ae71ecc97058aae848eb32aa8e6e5e92","20446378","1722668387","2024-08-03 06:59:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00004939597913018","0.121979574472695","2902.09","","","0xcec6021f"
"0xd9c3fcf4f0cd776faad41ab812c1b1d61f1c7150d34c5f6f27cd5017025b8e82","20446847","1722674039","2024-08-03 08:33:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000049766593914944","0.122894779202611","2902.09","","","0xce9b041f"
"0xc4187750f0100896bf8b1b1072d45c80b0cbe3cfbe69222784f5d45da9098bd2","20447340","1722679979","2024-08-03 10:12:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000047666140761152","0.117707871555247","2902.09","","","0xce88061f"
"0x973e4220a2c88a3ed3ff2d3a9341ad607527ccd3c2caa69b17b3e9e317f71e40","20447842","1722686015","2024-08-03 11:53:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000045952182559344","0.113475383490388","2902.09","","","0xce7d081f"
"0x94d9afce62ebd9fbf93a838e8dcec0cc6696aed094ca91f73540e82286f3721b","20448338","1722691979","2024-08-03 13:32:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046102144922056","0.113845704020776","2902.09","","","0xce6a0a1f"
"0x155e1daff7d542d23ff8e35ea588131ca8a47e0d248168ff67e6b19ada83b24d","20448829","1722697907","2024-08-03 15:11:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000067193899378156","0.165930170787945","2902.09","","","0xce570c1f"
"0x1370e678cdf55df20eaad2c719504d5c24a142a7098e54fe9bb4d272699e5e89","20449285","1722703391","2024-08-03 16:43:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000171080820785792","0.422470939687075","2902.09","","","0xce1d0e1f"
"0x1d6cf75c53c7a14f65270b977c2ab35668e0ed7099843c866bf219a3cc4d3dbc","20449752","1722709019","2024-08-03 18:16:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000084711706030228","0.20918904810432","2902.09","","","0xceee0f1f"
"0x665e36dab92819fa813cd9b1c7ef55b7fedf1ed8ab542b9043c7cce4927267af","20450214","1722714599","2024-08-03 19:49:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000088740803636444","0.2191385950142","2902.09","","","0xcebd111f"
"0x4eeb2f694d26a431e6d50d7290b943797dcc65f5cabca897397c186703147473","20450682","1722720227","2024-08-03 21:23:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000067922269230016","0.167728824163243","2902.09","","","0xce8f131f"
"0xb64cf4d96ea74df346569c9aefe3848c8c6cf7345e80f18b105e4830883d691f","20451167","1722726071","2024-08-03 23:01:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000047611868177492","0.117573849580646","2902.09","","","0xce74151f"
"0xe4e5e1636b4967fab8fb8c093715555155687d22ca3a7eb5cd2c9b9035b50262","20451628","1722731627","2024-08-04 00:33:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00004663664773612","0.115165617644558","2688.08","","","0xce40171f"
"0xb38757fabe6cb7f9c55a0a2d502d690e10e56b0a2efe05106ea678d93a11b30a","20452081","1722737087","2024-08-04 02:04:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000048166375517528","0.118943162844005","2688.08","","","0xce05191f"
"0xb256e96138119f4e175e005df113ae9b895a8afd10ed4b2b95ff101c3a23b088","20452535","1722742559","2024-08-04 03:35:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046043168427252","0.113700066099092","2688.08","","","0xced01a1f"
"0x4b27d62b730b2d3ac35895531de58070728db3e124ad08079195c97fe03d72d1","20453009","1722748247","2024-08-04 05:10:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000045043351048912","0.11123109391739","2688.08","","","0xceb01c1f"
"0xff83a891ee834fe05eef1db2ff14decb8b400d1b54d7558b10af5ecac2ff5e7c","20453484","1722753971","2024-08-04 06:46:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000045639275586476","0.11270268376721","2688.08","","","0xce951e1f"
"0xcc88e94d82b395a850ca05c8c98d7cd3f656d784fd1faf42a6358cc89c73c856","20453941","1722759467","2024-08-04 08:17:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000049325400465124","0.121805285883178","2688.08","","","0xce66201f"
"0x6e40b170306d1e6728a8506215715118a8c919bba6f56430bcc666e95c523350","20454441","1722765467","2024-08-04 09:57:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046172012646792","0.114018236997807","2688.08","","","0xce60221f"
"0xbd7fd01d24c48882f14f617f82a1382f70f7206839bb4e3bbf24335a3547f224","20454941","1722771479","2024-08-04 11:37:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00004732595588282","0.116867811140783","2688.08","","","0xce5d241f"
"0x5ea2e1194e78245ac564a0333dcdbfe7c32c84fa162753c202e7cac007b2b86c","20455426","1722777311","2024-08-04 13:15:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000046565119322176","0.114988983723149","2688.08","","","0xce49261f"
"0x2c4fbc9cf2a2e21489db44a02f659e003481dca00893d45da7d5051906c5a429","20455896","1722782987","2024-08-04 14:49:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.0001425070687741","0.351910254933992","2688.08","","","0xce2a281f"
"0x2a00fb1a90745bc66877941ee2df80f097e397f8366a09386df738ae9ce2c25c","20456350","1722788471","2024-08-04 16:21:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000251422763460412","0.620869192992922","2688.08","","","0xcefa291f"
"0x9e932b6e560df36d2d049aa6c640ec5b7e191c2ea2470351d7ef8f29c4f7f8dc","20456806","1722793967","2024-08-04 17:52:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.001331978016483236","3.28921735166781","2688.08","","","0xcecc2b1f"
"0x45f35c495772241bfbf852346021a7889b80d73b42ab25c0eeb1dc62447520a7","20457245","1722799247","2024-08-04 19:20:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000296055309566404","0.731085835673368","2688.08","","","0xce892d1f"
"0x9592c1f499156a8343c5ef5aa7f1480ff5601a49d8fd500ef8a49fddd97c9bbc","20457673","1722804407","2024-08-04 20:46:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00008755504115636","0.216210445693278","2688.08","","","0xce3d2f1f"
"0x6a3c6a77c04560b94e500131704a461d009bd90101a5ca6c83295d9341c420b9","20458114","1722809699","2024-08-04 22:14:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000065267956652276","0.161174203231507","2688.08","","","0xcefe301f"
"0x678805e70643e9d630b56f3bc3effb237b6522093eba4c9f5bacaa214465bae6","20458585","1722815375","2024-08-04 23:49:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000045653984643672","0.112739006653592","2688.08","","","0xcedd321f"
"0x54a1c87b22cb036636d75cfcad3e72c546a4362c54f1bff9ea87cb45396c063c","20458998","1722820331","2024-08-05 01:12:11","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.011418381600363376","28.1968158806714","2420.39","","","0xce80341f"
"0x76d181001a2505a692075bfd8acafd15141f75f55e5bb03f572dc1d4a5785f50","20459318","1722824195","2024-08-05 02:16:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.007050383331206508","17.4103798275456","2420.39","","","0xcec7351f"
"0x5363e6e27ea43ac0b8c41a704a9c1dc763aab99106a2120abdbd53c0a34be844","20459734","1722829199","2024-08-05 03:39:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000814070313522416","2.01028407945146","2420.39","","","0xce6e371f"
"0x2cf372b310cb9b600cd6e93bc5c90fa23055c28b532f58cb17aff65a65504389","20460181","1722834563","2024-08-05 05:09:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000742182034602508","1.83276149913951","2420.39","","","0xce32391f"
"0xa8811e5c93502d6864346dc098cb538a3b078fcb6120572d3df3eb9cd816fac2","20460550","1722839003","2024-08-05 06:23:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.002410167285733956","5.95172289523896","2420.39","","","0xceac3a1f"
"0xf8eb985f670837427e97769860a01fa034f1bdc1fd1038908914669c112d698a","20460790","1722841907","2024-08-05 07:11:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.001605494509995944","3.96464531316275","2420.39","","","0xcea13b1f"
"0x72bc3d6a4afbed5693d3d4ee9a4de11e929a3d5d04a4cc905bd80e9195517147","20461139","1722846107","2024-08-05 08:21:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.00061524226668016","1.51929349734076","2420.39","","","0xce053d1f"
"0x6760182181bc42cb0e7dcabe59a4e17eed31a4d7266f0dc7de5e7392ec932060","20461536","1722850895","2024-08-05 09:41:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000279137367274964","0.689308277297112","2420.39","","","0xce9a3e1f"
"0x64ff8b7e962b13d361e1178efc5285e58ed924f82f20e84f0ef57dfde55943b3","20461940","1722855779","2024-08-05 11:02:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000544809136722624","1.34536429556589","2420.39","","","0xce36401f"
"0xf24c15ed1f2d12258a1376cb9d2674191fd00e8121fd3e637520e275b7e87cce","20462345","1722860663","2024-08-05 12:24:23","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000777462523698084","1.91988395572096","2420.39","","","0xced4411f"
"0x061d6f59061c0982dc263872470cba348f1d0478a97dea806397d697309ccd3e","20462766","1722865739","2024-08-05 13:48:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.001388495655126508","3.42878331702178","2420.39","","","0xce81431f"
"0x84fb79426fac5433d412fa32ff6e6e837f0b9a2d9a7b1bd671f8f0abef20cc59","20463145","1722870299","2024-08-05 15:04:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000896114433119716","2.21288572785873","2420.39","","","0xce03451f"
"0x2bba8ae53a92bd9a29f4525fa69f8c26c16208ccec1a0b492b5ab51f7a90db52","20463577","1722875507","2024-08-05 16:31:47","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000707742095171156","1.74771471535919","2420.39","","","0xcebc461f"
"0x94845a6953944706c4d0a876a7309a5b2f337bb607d208de8824c9ddbbfb7f51","20464020","1722880859","2024-08-05 18:00:59","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000225283178515276","0.556319496749479","2420.39","","","0xce82481f"
"0xce917b57300fc6c3d9bc6d5feff32e25516356e11e8887bd36109b854e8e0c87","20464466","1722886235","2024-08-05 19:30:35","0x14e4e97bdc195d399ad8e7fc14451c279fe04c8e","0x5f7f7f6db967f0ef10bda0678964dba185d16c50","","0","0","0","0.000178827703726396","0.441601271775326","2420.39","","","0xce494a1f"
